 no_of_dependents, self_employed, income_annum, loan_amount, loan_term, cibil_score, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
0,1,6900000,22100000,20,303,4600000,22000000,6900000,1
4,0,3700000,11400000,12,728,5800000,7300000,2300000,0
3,1,8800000,28600000,10,775,5000000,32000000,9600000,0
5,1,8200000,23500000,12,402,1500000,24300000,5800000,1
1,1,9200000,31500000,18,698,6100000,20400000,8300000,0
0,0,2400000,7800000,14,665,2900000,6200000,2900000,0
4,0,4100000,13500000,18,490,6200000,13900000,2000000,1
1,0,8000000,31900000,12,504,1500000,22100000,6000000,1
3,1,3600000,8600000,8,790,5900000,9800000,5200000,0
1,1,700000,2700000,20,669,1000000,2600000,500000,0
4,0,8300000,30700000,6,381,2300000,26700000,4600000,1
0,1,5300000,15000000,2,900,2100000,21000000,5800000,0
4,0,8300000,24900000,16,506,5600000,26700000,7000000,1
3,1,2500000,8800000,12,538,1800000,9100000,3300000,1
3,1,5400000,14400000,8,677,7900000,20800000,3100000,0
4,0,1600000,4900000,8,685,2000000,3800000,1500000,0
2,0,2400000,6200000,12,860,3700000,9500000,1100000,0
5,0,6300000,14800000,6,608,10500000,21800000,5400000,0
4,1,2500000,5300000,10,540,2800000,7100000,1700000,1
0,1,7500000,16800000,16,492,4800000,25400000,11100000,1
3,0,2900000,8500000,14,834,4500000,8800000,1800000,0
3,1,1000000,3500000,16,834,1700000,3000000,700000,0
2,1,8600000,28800000,8,890,5900000,21200000,7200000,0
1,0,300000,1100000,12,443,400000,1200000,200000,1
5,0,2300000,5700000,18,329,3300000,4900000,2700000,1
2,1,2400000,5400000,12,739,2500000,5000000,3000000,0
5,1,9800000,30300000,6,867,16000000,30200000,7600000,0
2,0,8100000,24800000,6,307,4000000,31100000,10500000,1
3,0,6700000,15500000,18,492,2000000,26300000,9400000,1
1,1,8400000,24700000,18,698,13200000,32700000,12200000,0
2,0,200000,700000,8,851,200000,800000,200000,0
2,0,4700000,12500000,14,375,6300000,10100000,5400000,1
0,1,4300000,14300000,14,601,900000,16700000,5700000,0
4,0,2200000,7000000,20,756,3900000,5700000,1200000,0
4,1,8600000,19200000,4,868,1500000,32800000,9300000,0
4,1,2000000,7200000,10,838,300000,7600000,1000000,0
4,1,4200000,15900000,14,375,7900000,16200000,3000000,1
0,1,5100000,12500000,18,778,1000000,14800000,3200000,0
2,1,4100000,11200000,6,442,4100000,10000000,4500000,1
1,1,9900000,39500000,12,808,3700000,30200000,13500000,0
1,1,3200000,9000000,20,372,2800000,7200000,3800000,1
2,0,5500000,19000000,4,597,4000000,18700000,5300000,0
0,1,7800000,29100000,20,435,13000000,17300000,9700000,1
3,1,3400000,9700000,20,728,1500000,7300000,2400000,0
4,1,7900000,25900000,14,373,14300000,27700000,7600000,1
3,1,8900000,18500000,10,367,0,32000000,10300000,1
2,0,7300000,19100000,14,552,13400000,16800000,4000000,0
4,1,3300000,10600000,8,465,4400000,7300000,2800000,1
4,1,2900000,10500000,8,607,5500000,7600000,3800000,0
2,1,500000,1300000,4,427,500000,1800000,600000,1
3,0,7200000,21200000,4,711,4200000,24900000,5700000,0
3,0,8300000,24100000,14,823,700000,24000000,7700000,0
1,1,8700000,20500000,6,523,6500000,23700000,4800000,1
4,1,7100000,27900000,10,328,13400000,26500000,7700000,1
3,1,9800000,28200000,12,721,6500000,21900000,9600000,0
0,1,6900000,17000000,20,599,9400000,26600000,4300000,0
0,0,2400000,5000000,14,580,4400000,5500000,3200000,0
1,1,2100000,4900000,10,744,2000000,5400000,1000000,0
2,1,7200000,23900000,4,559,12200000,17800000,10800000,0
2,0,4600000,13500000,16,587,5900000,10600000,5000000,0
5,1,9900000,31800000,18,817,700000,32600000,11500000,0
4,1,300000,1000000,20,655,100000,1100000,400000,0
5,1,6900000,23900000,6,382,6900000,21500000,8900000,1
2,1,1700000,4300000,6,765,1500000,3400000,900000,0
2,1,4400000,10000000,20,516,7600000,12200000,5100000,1
4,1,4300000,15000000,8,383,100000,9000000,4900000,1
2,0,3700000,14100000,6,633,200000,11300000,3400000,0
1,0,5900000,15200000,2,547,2000000,14700000,3600000,1
5,1,8600000,26300000,10,843,9800000,18100000,11300000,0
3,1,3400000,13200000,8,783,300000,13000000,4900000,0
3,1,1000000,3200000,14,790,100000,3600000,1100000,0
1,1,4400000,14200000,16,409,1300000,12600000,4500000,1
0,0,3600000,7800000,14,376,6900000,11900000,3000000,1
3,0,1400000,2700000,8,625,1800000,3400000,1000000,0
0,0,5300000,10900000,18,707,2600000,12700000,7600000,0
3,1,9400000,20500000,6,645,13000000,24500000,10200000,0
4,1,6600000,22100000,6,887,3500000,19800000,4700000,0
5,0,9800000,37600000,18,319,5100000,19900000,5100000,1
1,0,1900000,4900000,20,647,2100000,6800000,1700000,0
2,1,5800000,22500000,6,888,2600000,17100000,4800000,0
2,0,3100000,10400000,10,420,5900000,10000000,3500000,1
0,0,6800000,18400000,2,791,900000,20200000,9900000,0
5,0,4600000,16200000,12,891,1200000,10800000,3700000,0
2,1,200000,700000,16,641,200000,600000,100000,0
3,1,9500000,22800000,6,319,18800000,34100000,9400000,1
5,1,6200000,22200000,20,819,6600000,21700000,8700000,0
4,1,9700000,32300000,18,387,14300000,20000000,5400000,1
5,1,4200000,12300000,2,686,200000,15600000,4200000,0
1,1,5700000,12000000,4,415,900000,17300000,7400000,1
2,1,200000,500000,6,885,0,300000,200000,1
4,0,8000000,25500000,4,722,13900000,26200000,4900000,0
4,0,5200000,20400000,20,761,1600000,14300000,6200000,0
1,1,7100000,15200000,8,389,900000,24300000,5900000,1
1,1,9300000,27900000,12,600,4200000,29000000,6600000,0
5,0,2000000,6100000,2,407,1900000,4600000,2000000,0
3,1,3900000,14000000,18,829,4000000,11600000,2700000,0
2,0,2800000,5900000,6,895,3900000,10900000,1500000,0
5,1,3000000,11100000,12,441,2500000,7300000,2000000,1
4,0,4500000,9800000,16,895,8200000,13900000,5500000,0
4,0,1900000,4300000,4,826,0,7000000,900000,0
1,0,2300000,7200000,8,453,2100000,8100000,3400000,1
0,0,4700000,17500000,2,701,2300000,11700000,7000000,0
2,1,1300000,2700000,8,627,300000,2600000,1300000,0
3,0,3100000,11000000,2,543,2200000,9000000,2400000,0
0,0,8400000,17500000,18,411,5300000,31300000,10400000,1
5,1,1700000,5800000,4,583,1800000,6000000,2300000,0
2,0,1900000,7500000,2,889,1100000,7100000,2600000,0
3,0,2400000,8600000,8,684,2400000,6200000,1600000,0
5,0,6800000,20500000,10,578,11800000,27200000,3400000,0
1,0,2900000,10900000,20,445,2800000,9300000,2600000,1
4,1,8900000,26300000,10,369,7000000,27400000,12100000,1
1,0,8800000,22200000,18,794,11900000,21000000,10500000,0
0,1,8200000,19200000,16,492,9200000,20000000,7200000,1
3,1,3600000,13200000,16,557,4000000,9900000,2100000,0
4,1,9500000,31800000,6,519,1300000,28400000,12200000,1
0,1,1900000,5700000,18,699,200000,6500000,2000000,0
3,1,9100000,24600000,2,741,4000000,35500000,13600000,0
5,0,1100000,3800000,18,508,1800000,2300000,900000,1
5,1,1100000,2800000,10,647,2000000,4300000,1400000,0
1,0,9300000,28600000,14,656,9100000,27400000,12500000,0
4,1,3900000,10600000,2,439,7600000,14800000,2500000,1
5,1,1500000,4000000,12,350,1900000,4400000,1200000,1
5,0,800000,2200000,6,493,500000,2800000,1000000,1
4,0,600000,1800000,6,851,1100000,2100000,800000,0
2,0,4400000,12500000,18,492,1200000,10100000,2700000,1
4,1,2700000,5400000,6,861,2400000,6700000,2700000,0
3,1,6200000,14600000,2,664,8400000,16800000,6600000,0
5,1,700000,1300000,16,362,1300000,2000000,1000000,1
0,0,3400000,9400000,6,703,6000000,8600000,2600000,0
1,1,4900000,16800000,12,758,2700000,11100000,5900000,0
3,1,4200000,9700000,2,396,8200000,8600000,4300000,1
0,1,5300000,10600000,2,828,6700000,17400000,5800000,0
5,1,3700000,10000000,20,709,800000,12000000,2200000,0
4,1,5600000,17500000,10,528,2300000,12100000,7200000,1
2,1,4300000,16000000,14,623,6700000,17000000,4500000,0
4,1,7100000,24500000,14,599,7000000,20400000,6800000,0
4,1,5400000,12700000,4,622,3300000,15100000,6500000,0
0,0,6000000,13100000,6,385,7600000,22000000,7400000,1
4,1,4100000,12500000,2,579,7200000,12200000,2000000,0
4,0,8300000,17900000,20,846,1300000,26800000,12200000,0
3,0,8100000,23900000,10,449,6100000,28300000,8900000,1
1,0,7200000,24900000,14,666,11600000,16600000,5800000,0
5,0,7200000,17500000,4,380,400000,17500000,6200000,1
2,1,3500000,8100000,4,589,6700000,12500000,2700000,0
1,0,6200000,19500000,12,845,2900000,15300000,4000000,0
3,0,5200000,17300000,10,401,1400000,12700000,6400000,1
0,0,4500000,14500000,2,766,8400000,17200000,6600000,0
5,0,5400000,15100000,12,522,4700000,13900000,5700000,1
3,1,2000000,6900000,6,834,2800000,6400000,3000000,0
3,0,8900000,25400000,8,588,12100000,18800000,4500000,0
2,0,5000000,10600000,4,570,900000,14800000,7100000,0
2,0,4900000,17600000,6,860,7500000,12700000,5600000,0
4,1,5300000,19200000,4,655,6900000,17800000,3900000,0
3,1,8500000,27700000,4,457,400000,18900000,5200000,0
5,1,700000,2100000,14,863,1200000,2700000,600000,0
3,1,5900000,18900000,4,742,4500000,23200000,8000000,0
3,0,3500000,13300000,4,798,5300000,12100000,3600000,0
5,1,7700000,18900000,16,552,6100000,23900000,6600000,0
2,1,4500000,12500000,12,418,4300000,12400000,4300000,1
0,0,9100000,22200000,6,419,600000,18200000,9800000,1
1,1,9000000,29900000,2,668,7200000,24400000,4700000,0
2,0,8900000,29200000,8,608,5200000,33500000,11700000,0
5,0,6500000,13800000,10,342,2300000,14400000,7300000,1
4,1,8100000,18000000,8,817,7800000,16900000,10800000,0
1,0,8400000,29900000,16,476,2400000,32700000,7500000,1
0,0,5300000,20000000,6,881,3700000,19500000,4000000,0
2,0,4100000,15600000,12,838,4800000,15100000,2700000,0
3,0,6900000,27400000,4,406,6500000,23900000,5300000,0
1,1,5200000,19500000,12,778,4300000,19900000,5800000,0
5,1,2000000,7400000,14,799,3700000,4300000,1100000,0
3,0,4600000,17800000,20,716,2600000,10800000,4500000,0
0,1,7100000,20100000,16,756,5000000,17600000,5400000,0
0,0,9300000,20100000,10,743,1800000,21900000,13600000,0
3,0,5400000,19400000,20,731,3200000,20000000,4300000,0
3,0,4100000,8500000,2,833,0,16200000,3400000,0
4,0,4900000,11400000,8,470,7500000,14700000,4800000,1
5,1,5400000,21200000,20,734,1800000,11500000,7500000,0
0,0,3000000,9600000,12,620,0,8600000,3600000,0
0,1,6800000,14400000,8,812,4500000,21100000,6400000,0
4,1,5100000,14000000,12,459,0,10400000,6800000,1
0,1,9800000,32600000,10,704,12100000,30000000,4900000,0
1,1,1600000,4100000,6,391,1400000,5700000,700000,1
4,0,8000000,29100000,4,421,12000000,27000000,8800000,0
5,0,2900000,6700000,14,796,3700000,9700000,4200000,0
4,0,9200000,30300000,10,607,16600000,29600000,8900000,0
3,0,9500000,20400000,14,376,6600000,25900000,8400000,1
0,1,3700000,8500000,8,424,5600000,14800000,4100000,1
5,1,7100000,20800000,6,442,7100000,28200000,7100000,1
5,0,5600000,17600000,14,448,3500000,18900000,6800000,1
0,1,1200000,2700000,2,638,500000,2700000,1500000,0
3,0,1600000,5600000,6,710,800000,6000000,1600000,0
4,1,1600000,4800000,20,641,1000000,4100000,1400000,0
2,0,5300000,20200000,10,348,9500000,17300000,6100000,1
5,0,9100000,19900000,20,519,16400000,28900000,10500000,1
4,1,9400000,35000000,10,517,15100000,27500000,6700000,1
3,0,5900000,22400000,6,375,10500000,18100000,4800000,1
2,1,1100000,3400000,10,426,800000,3900000,1400000,1
4,1,3100000,11500000,14,785,3100000,9100000,4200000,0
4,0,2200000,8600000,20,373,1300000,5900000,1400000,1
1,0,6000000,20100000,6,476,10000000,15200000,5500000,1
1,1,2000000,5600000,18,320,2300000,4600000,2100000,1
4,0,7200000,22900000,18,657,400000,17400000,8800000,0
1,1,500000,1900000,12,868,500000,1800000,300000,0
1,1,5800000,13900000,6,345,9300000,20900000,5500000,1
0,0,200000,300000,6,472,100000,700000,0,1
4,1,4600000,9500000,20,613,5900000,13700000,3000000,0
5,1,4600000,12800000,14,769,8600000,12100000,3500000,0
1,0,6500000,23100000,20,741,8500000,25700000,7900000,0
4,1,4400000,16600000,14,889,1400000,14900000,5900000,0
0,1,900000,3600000,10,683,700000,3500000,400000,0
0,1,3200000,7400000,18,780,2600000,9000000,2800000,0
3,0,600000,1100000,8,538,800000,1400000,300000,1
1,0,5200000,12600000,10,721,8700000,13900000,3600000,0
3,1,6400000,15200000,14,467,9100000,18400000,3200000,1
2,0,1000000,2500000,6,551,200000,3700000,900000,0
2,0,6800000,14800000,14,803,3300000,19600000,6600000,0
0,0,3000000,8400000,10,361,200000,7300000,1800000,1
1,1,8700000,30700000,6,708,4500000,27600000,9300000,0
4,1,8800000,20900000,18,766,15400000,34500000,13100000,0
1,1,3900000,11500000,2,464,5700000,12400000,5100000,1
5,0,1700000,4300000,2,517,200000,6200000,1600000,1
3,1,900000,2300000,6,747,200000,2900000,600000,0
1,0,7200000,24700000,6,596,1400000,21700000,5800000,0
0,0,9200000,25400000,2,783,2000000,19600000,12400000,0
3,0,5700000,19400000,2,335,10600000,20600000,7100000,0
5,1,1100000,2700000,4,889,1000000,2200000,500000,0
2,1,1100000,2200000,4,874,1300000,2100000,900000,0
0,1,6000000,23900000,4,394,5800000,21900000,4500000,0
2,1,8100000,28500000,20,420,1400000,31800000,10000000,1
2,1,6500000,25100000,20,848,8600000,17400000,4400000,0
0,1,7600000,17900000,16,788,7800000,27100000,5900000,0
1,0,2200000,4900000,8,509,0,5400000,2900000,1
4,1,6300000,23900000,6,899,11400000,20600000,6700000,0
4,1,6700000,15800000,12,466,4600000,19900000,6600000,1
5,1,1300000,4300000,2,595,500000,2900000,1500000,0
1,0,2800000,6700000,12,322,2000000,8600000,2100000,1
3,0,7000000,18900000,2,691,7400000,15200000,3900000,0
3,1,8800000,26700000,10,379,15500000,27000000,9700000,1
0,0,8900000,25800000,18,531,3400000,22900000,5400000,1
5,0,7000000,21800000,4,631,7100000,14600000,10000000,0
0,1,6900000,18600000,10,330,9400000,16400000,4500000,1
5,0,9200000,29200000,16,383,13300000,30400000,5700000,1
0,1,6100000,19700000,16,678,2300000,19300000,5500000,0
1,1,4400000,14700000,8,894,6300000,9400000,2400000,0
4,0,9900000,22700000,12,567,9900000,29700000,5400000,0
5,0,3900000,14000000,4,708,1800000,15600000,5200000,0
3,0,6800000,21200000,2,433,1900000,23200000,6300000,0
4,0,3600000,8700000,14,302,3700000,7800000,4100000,1
4,0,700000,2600000,14,736,600000,1900000,400000,0
2,1,4000000,8500000,6,323,1000000,14300000,4100000,1
4,0,1800000,4100000,12,670,2900000,4700000,2200000,0
3,0,5600000,21000000,12,609,11000000,15800000,4900000,0
4,0,6800000,24200000,18,349,0,15800000,9400000,1
5,1,600000,1500000,2,319,1100000,2100000,600000,1
1,0,4200000,16200000,14,391,2100000,14100000,2600000,1
4,0,5000000,18700000,10,755,600000,13000000,2600000,0
1,0,4100000,12200000,6,354,5600000,16300000,3500000,1
3,1,2200000,8800000,2,877,1300000,6400000,3100000,0
1,0,3400000,8600000,16,312,6100000,8400000,3000000,1
0,0,7100000,15900000,14,746,3900000,23500000,8000000,0
3,0,5800000,19600000,16,313,8100000,22700000,6300000,1
2,0,3400000,12900000,14,857,2500000,8700000,1900000,0
2,0,7700000,18300000,20,504,500000,18300000,4600000,1
0,0,500000,1200000,14,556,0,1800000,500000,0
2,1,5300000,11000000,14,393,2400000,20500000,5200000,1
0,0,4700000,14400000,14,881,6100000,17600000,2400000,0
2,1,4300000,12200000,14,719,2600000,14000000,5700000,0
2,1,900000,2500000,16,458,100000,3200000,1100000,1
4,0,2000000,7500000,14,857,1500000,4200000,2100000,0
2,1,2000000,7600000,16,429,3100000,5800000,2200000,1
3,0,4100000,15900000,12,538,800000,8800000,5700000,1
1,0,6900000,14400000,10,828,13000000,26700000,9000000,0
5,1,2300000,6100000,6,339,2500000,8300000,2400000,1
5,1,5800000,16600000,18,376,7500000,21100000,2800000,1
5,0,8000000,30000000,14,549,200000,17300000,7000000,1
3,1,3700000,12700000,18,587,3100000,8800000,4100000,0
0,0,2600000,8400000,18,861,3500000,6200000,3800000,0
0,0,3000000,7000000,12,409,4900000,8000000,3500000,1
4,0,2700000,10200000,4,528,2200000,10000000,1600000,0
4,0,5700000,19600000,8,691,2200000,12100000,3000000,0
2,0,1500000,3600000,4,584,1300000,4800000,1700000,0
5,0,6800000,20000000,4,459,3000000,25000000,4900000,1
1,1,8100000,31700000,10,755,12700000,30100000,4700000,0
3,1,9200000,27700000,20,688,16300000,25800000,11200000,0
1,1,7600000,26000000,6,384,1200000,20000000,7900000,1
4,0,600000,1600000,20,869,1000000,1700000,200000,0
1,1,4700000,18700000,20,445,0,11100000,4000000,1
0,0,1400000,5500000,6,393,1500000,5400000,1800000,1
3,1,9400000,24600000,10,414,13400000,23800000,5600000,1
2,0,9700000,19900000,16,395,13700000,37000000,10800000,1
3,1,8900000,21000000,14,815,10800000,21600000,6400000,0
5,0,4600000,10500000,8,758,4300000,15800000,2900000,0
5,1,5600000,14500000,10,457,7800000,20600000,4600000,1
0,1,1000000,3200000,10,854,800000,2900000,1200000,0
3,0,3500000,10300000,16,324,900000,12600000,2400000,1
0,0,7900000,31500000,14,849,10300000,26600000,10600000,0
3,1,6100000,24200000,12,672,11100000,23500000,5000000,0
3,1,8900000,20900000,6,859,16500000,29300000,11100000,0
4,0,5300000,15400000,8,584,1700000,14000000,5000000,0
5,0,1300000,4800000,4,346,1600000,3400000,1600000,0
3,0,4000000,12800000,18,635,7000000,12900000,4200000,0
2,0,8700000,22700000,4,365,14800000,30200000,7200000,1
1,0,9500000,20000000,16,856,0,35700000,6200000,0
5,1,9000000,20000000,2,440,1000000,28500000,7600000,1
0,1,7300000,23300000,2,616,5900000,25800000,4100000,0
3,1,7400000,25700000,2,461,2900000,15100000,5100000,0
5,0,3100000,10800000,10,681,1700000,7400000,1500000,0
2,0,4300000,9400000,2,485,8100000,11000000,2200000,1
1,1,2400000,8300000,6,684,3500000,5300000,2300000,0
1,0,5400000,17900000,14,727,0,12300000,4700000,0
2,0,1600000,5100000,6,784,2400000,4500000,1400000,0
3,1,9900000,20400000,4,865,3600000,36500000,12800000,0
3,0,5800000,20100000,18,791,10800000,16300000,5600000,0
4,0,2200000,8500000,16,866,1900000,6800000,2800000,0
0,0,5000000,14400000,2,761,7300000,12600000,4500000,0
2,1,600000,2100000,18,572,500000,1400000,300000,0
4,0,2200000,8600000,6,601,2900000,6700000,3300000,0
1,1,2600000,5500000,14,820,2400000,9300000,2000000,0
4,0,1200000,4300000,8,598,1800000,3200000,1300000,0
2,0,3100000,8700000,18,544,1100000,12200000,1500000,1
5,1,4600000,14500000,14,561,6200000,10200000,5800000,0
4,1,9300000,35500000,6,547,17800000,27000000,13900000,1
4,0,6300000,13400000,2,504,10900000,14500000,9400000,1
2,0,5900000,20800000,14,530,5800000,13100000,8800000,1
2,1,2900000,10600000,6,614,300000,7600000,3600000,0
4,0,6100000,22400000,18,351,5000000,24400000,4800000,1
4,1,5900000,19700000,10,431,9200000,22700000,5300000,1
1,1,4600000,18400000,10,403,8800000,17300000,2900000,1
2,0,7000000,20200000,8,668,5000000,26100000,9100000,0
3,1,5100000,10400000,18,399,4300000,20100000,4600000,1
1,0,3100000,10600000,14,665,800000,9500000,3900000,0
2,0,4100000,12800000,16,344,7000000,15800000,4100000,1
0,0,1800000,5400000,16,555,2900000,5100000,1700000,0
4,1,8200000,26900000,20,301,13600000,31000000,9900000,1
2,1,800000,2100000,6,726,0,2600000,600000,0
2,0,8400000,23100000,6,689,2500000,18900000,11900000,0
0,0,8500000,33900000,4,665,12800000,17900000,4500000,0
3,1,3300000,12700000,16,608,6200000,12600000,4500000,0
3,0,5800000,12800000,20,335,3000000,15300000,8000000,1
3,0,4400000,10500000,18,677,2000000,12100000,5000000,0
1,0,2600000,8500000,2,491,1800000,5300000,2600000,0
2,1,9600000,28100000,20,763,11800000,27500000,10300000,0
5,1,5200000,18100000,8,809,6900000,14000000,5500000,0
5,1,9700000,36400000,16,544,15000000,31300000,5200000,1
1,1,200000,800000,14,624,0,600000,0,0
3,0,6500000,16800000,10,388,800000,14900000,7200000,1
4,1,7200000,23100000,14,644,3500000,18300000,4200000,0
0,0,5200000,18400000,14,600,9700000,16500000,3600000,0
2,0,6500000,14100000,2,709,12700000,20900000,4000000,0
5,1,2300000,5600000,8,642,1900000,8600000,2500000,0
0,1,3300000,10400000,4,423,4700000,11600000,3200000,0
0,1,2000000,5900000,12,900,2400000,7100000,3000000,0
2,1,8300000,19500000,4,415,9400000,21700000,8600000,1
4,1,3800000,14300000,4,645,1100000,10900000,4600000,0
0,0,5700000,15600000,16,742,5800000,11400000,6800000,0
4,0,7300000,19800000,8,724,6000000,29000000,10300000,0
1,0,1600000,5400000,12,707,1700000,6200000,800000,0
5,1,800000,2500000,4,780,900000,1700000,400000,0
4,0,6300000,21900000,10,538,5400000,19300000,7800000,1
2,0,8800000,17700000,14,706,4300000,30300000,9200000,0
0,0,7300000,14500000,16,811,12400000,16100000,9600000,0
2,1,3800000,9100000,14,849,2400000,9500000,2500000,0
3,0,6200000,16700000,10,880,8200000,20100000,9100000,0
5,1,3500000,9500000,4,664,500000,7800000,5200000,0
5,1,1400000,5000000,2,465,2600000,5300000,1500000,0
3,1,3500000,12000000,2,786,6400000,10700000,1700000,0
1,1,600000,2000000,10,326,1000000,2400000,700000,1
0,0,4100000,10800000,16,399,7600000,12700000,5300000,1
